"사업번호","자치구","법정동","사업구분","운영구분","추진위원회/조합명","대표지번","진행단계","상태","정비구역명칭","정비구역위치","정비구역면적(㎡)","건축연면적(㎡)","용도지역","용도지구","택지면적(㎡)","도로면적(㎡)","공원면적(㎡)","녹지면적(㎡)","공공공지면적(㎡)","학교면적(㎡)","기타면적(㎡)","주용도","건폐율","용적률","높이(m)","지상층수","지하층수","건설세대총수","60미만건설세대수","60이상85이하건설세대수","85초과건설세대수","건축계획비고"
"11650-900000161","서초구","","재건축","조합","반포주공1단지(124주구) 주택재건축정비사업 조합","반포동 812-","관리처분인가","운영","반포주공1단지(124주구) 주택재건축정비사업","서초구 반포동 810번지","370484.00","1197946.78","제3종일반주거지역","아파트지구","251387.00","26694.00","52699.00","12150.00","","22892.00","4662.00","공동주택 및 부대복리시설 주구중심용도","50.00","299.95","110","35","5","5124","1590","1472","2062",""
"11740-900000167","강동구","","재건축","조합","천호3 주택재건축정비사업조합","천호동 423-76","관리처분인가","운영","[천호재정비촉진지구]천호3 주택재건축정비사업","강동구 천호동 423-76","23083.70","81898.56","제1종 일반주거지역 제2종 일반주거지역 제3종일반주거지역","재정비촉진지구","23083.70","423.20","","2306.00","","","20354.50","공동주택 부대복리시설","20.42","248.45","78","25","3","490","199","287","4","근린생활시설"
"11680-900000542","강남구","","재건축","조합","대치동 구마을 제3지구 재건축정비사업조합","대치동 964-","관리처분인가","운영","대치동 구마을 제3지구"," 강남구 대치동 964번지","14833.70","49318.03","제2종일반주거지역 ","","12543.19","1737.21","553.30","","","","","공동주택","41.09","249.95","47","16","3","234","39","133","62",""
"11650-900000599","서초구","","재건축","조합","신반포4지구 재건축정비사업조합","잠원동 60-3","관리처분인가","운영","신반포4지구 재건축정비사업조합","서초구 잠원동 60-3 외24필지","158555.80","597334.78","제3종일반주거지역","공동주택및 부대복리시설","130505.80","12623.30","9664.70","1750.00","","","4012.00","공동주택","16.59","299.97","101","35","4","3479","1493","1568","418",""
"11590-100002005","동작구","","재개발(주택정비형)","조합","흑석9재정비촉진구역 조합","흑석동 90","관리처분인가","운영","흑석9재정비촉진구역","서울시 동작구 흑석동 90번지","94094.00","187957.58","일반주거지역","","743.04","63.73","153.68","","5.27","","","공동주택","19.00","235.00","","","","1255","267","748","240",""
"11170-900000049","용산구","","재개발(도시정비형)","조합","국제빌딩주변 제5구역 도시환경정비사업조합","한강로2가 210-1","관리처분인가","운영","국제빌딩주변 제5구역 도시정비형 재개발사업","서울시 용산구 한강로2가 210-1번지","6106.40","54633.19","일반상업지역","중심지미관지구 방화지구","3610.20","410.20","1674.10","411.90","","","","공동주택","40.53","895.92","150","39","8","","","44","66",""
"11650-900000434","서초구","","재건축","조합","서초신동아아파트 주택재건축정비사업조합","서초동 1334-","관리처분인가","운영","서초 신동아아파트 주택재건축정비사업","서울시 서초구 서초동 1334번지","56917.30","192791.46","제1종일반주거지역 제3종일반주거지역","","56917.30","45.20","2242.10","9129.80","45500.10","0.00","0.00","아파트","19.81","299.36","96","33","2","1356","738","539","79",""
"11545-900000779","금천구","","재건축","조합","금천구 임시 홈페이지(클린업사무실 개발용)추진위","가산동 11-44","관리처분인가","운영","금천구 임시 홈페이지(클린업사무실 개발용)","금천구 가산동 산 11-44","1231231.23","","123","123","223.23","22.22","","","","","","12323","","","","","","","","","",""
"11650-900000553","서초구","","재건축","조합","신반포13차 주택재건축정비사업 조합","잠원동 52-2","관리처분인가","운영","신반포13차아파트 주택재건축정비사업","서울 서초구 잠원동 52-2외 1필지","13406.60","46088.58","제3종일반주거지역","반포아파트지구 3주구","12503.80","352.80","1000.00","","","","","아파트","19.92","263.27","","35","","","","234","65",""
"11110-100002000","종로구","","재개발(주택정비형)","조합","신영제1구역 주택재개발정비사업조합","신영동 158-2","사업시행인가","운영","신영제1구역 주택재개발정비사업","서울시 종로구 신영동 158-2번지","15589.30","35566.19","제2종일반주거지역","자연경관지구","13252.60","1601.10","","","","","735.60","공동주택","37.06","151.50","22","7","3","199","41","123","35",""
"11140-100002005","중구","","재개발(주택정비형)","조합","신당제8구역 재개발정비사업조합","신당동 321-1","사업시행인가","운영","신당제8구역주택재개발 정비사업","서울특별시 중구 신당4동 321번지 일대","58334.00","195457.23","2종일반주거지역","","44957.00","7864.00","3721.00","","","469.00","1323.00","공동주택(아파트)/및 부대복리시설","60.00","248.87","90","28","4","1032","513","451","68",""
"11290-100003001","성북구","","재개발(주택정비형)","조합","성북제3구역 주택재개발정비사업조합","성북동 3-38","사업시행인가","일시중단","성북3구역주택재개발정비사업조합","서울시 성북구 성북동 3-38번지 ","67976.00","149729.92","제2종일반주거지역","역사문화미관지구","55312.00","7450.00","5214.00","","","","","아파트및부대복리시설","33.74","165.06","3210","11","7","679","76","442","161",""
"11170-900000100","용산구","","재개발(주택정비형)","조합","한남 제3재정비촉진구역 주택재개발정비사업 조합","한남동 686","사업시행인가","운영","한남 제3재정비촉진구역","용산구 한남동 686-0","393729.00","","제1종일반주거지역제2종일반주거지역(7층)제3종일반주거지역준주거지역","","109455.00","39299.00","46506.00","9946.00","1125.00","8753.00","3826.00","주상복합 및 공동주택","60.00","235.00","95","29","","4778","2005","1834","939",""
"11740-100001056","강동구","","재건축","조합","목화연립 주택재건축정비사업조합","성내동 209","사업시행인가","일시중단","","","","","","","","","","","","","","","","","","","","","","","",""
"11230-100003014","동대문구","","재개발(주택정비형)","조합","청량리제7구역 주택재개발정비사업조합","청량리동 199","사업시행인가","운영","청량리 제7구역 주택재개발 정비사업","동대문구 청량리동 199-0","34988.70","99777.43","제2종 일반주거지역","일반미관지구","27390.60","5845.10","","1753.00","","","","공동주택(아파트다세대)및부대복리시설","22.98","243.37","5430","19","5","650","282","333","35","임대포함"
"11350-100002014","노원구","","재개발(주택정비형)","조합","상계1재정비촉진구역 주택재개발정비사업 조합","상계동 -","사업시행인가","운영","상계1재정비촉진구역","자력6구역 8블럭9롯트7블럭57롯트상계동 6-42","87978.00","135486.00","제123종일반주거지역 자연녹지지역","","851111111111.11","11851.00","18447.00","1889.00","150.00","","","공동주택및근린생활시설","12.55","195.46","","29","3","1030","220","630","180",""
"11410-100008007","서대문구","","재개발(주택정비형)","조합","북아현 3 재정비촉진구역 주택재개발 정비사업조합","북아현동 3-66","사업시행인가","운영","북아현3 재정비촉진구역 주택재개발 정비사업조합","서울시 서대문구 북아현동 3-66번지","263100.00","619750.57","제2종일반주거지역","도시재정비촉진지구","180952.60","33481.60","36611.10","10.00","7476.00","139.00","4444.00","공공주택 및 부대복리시설","16.28","233.15","103","35","6","3015","534","1831","650",""
"11410-100008003","서대문구","","재개발(주택정비형)","조합","북아현 2 재정비촉진구역 주택재개발 정비사업조합","북아현동 520","사업시행인가","운영","북아현2재정비촉진구역","서울시 서대문구 북아현동 520번지","120055.80","301044.27","2종일반주거지역준주거","재개발지구","83709.40","12209.20","3919.10","5361.30","241.10","8930.00","2983.00","공동주택(아파트)및부대복리시설","18.28","241.64","103","35","3","1422","150","688","584",""
"11200-100002007","성동구","","재개발(주택정비형)","조합","금호제16구역주택재개발정비사업조합","금호동2가 501-31","사업시행인가","운영","금호제16주택재개발정비구역","성동구 금호동2가 501-31","27485.00","88619.35","제2종일반주거지역","행정기관 위탁고도 120m지역","22703.00","2077.00","2407.00","180.00","118.00","","","아파트","23.96","236.89","4692","16","8","","171","304","",""
"11410-100007005","서대문구","","재건축","조합","홍제3구역주택재건축정비사업조합","홍제동 104-41","사업시행인가","운영","홍제3구역주택재건축정비사업","서대문구 홍제동 104-41","27271.00","97513.53","제3종일반주거지역","","22905.00","1684.00","1450.00","","","","1232.00","공동주택(아파트)","29.15","277.95","","25","3","554","213","326","15",""
"11560-100004035","영등포구","","재개발(도시정비형)","조합","70. 양평제13구역 도시환경정비사업조합","양평동2가 33-20","사업시행인가","일시중단","양평제13구역 도시환경정비사업","서울시 영등포구 양평동2가 33-20번지","27435.33","","준공업지역","","23312.13","1673.65","2449.55","","","","","공동주택","20.15","253.97","93","32","2","30300","4200","18800","7300",""
"11650-900000071","서초구","","재건축","조합","반포아파트(제3주구) 주택재건축정비사업 조합","반포동 1053","사업시행인가","운영","반포아파트(제3주구) 주택재건축정비사업","반포본동 1109","144454.90","402045.18","제3종일반주거지역","아파트지구","103219.00","17379.90","5780.00","","850.00","17226.00","","아파트","19.38","269.97","120","35","3","2117","430","987","700",""
"11380-900000018","은평구","","재건축","조합","신사1 주택재건축정비사업 조합","신사동 170-12","사업시행인가","운영","신사1구역 주택재건축정비사업조합","은평구 신사동 170-12","23174.00","68457.72","제2종일반주거지역","","17846.00","2835.00","2493.00","0.00","0.00","0.00","0.00","공동주택및부대복리시설","20.47","246.64","60","17","2","","95","329","",""
